측정일자,측정시간,지역,지역명,도로명,시작점,종점,기온 (℃),습도 (%),재비산먼지 평균농도(㎍/㎥),오염범례
2021-03-24,13:42,서울,중랑구,신내로,서울특별시 중랑구 묵동 26-1 천,서울특별시 중랑구 망우동 534-6도,16.0,43.0,70,좋음
2021-03-24,13:54,서울,중랑구,상봉로,서울특별시 중랑구 상봉동 160-2도,서울특별시 중랑구 면목동 49-5도,17.0,42.0,70,좋음
2021-03-24,14:04,서울,중랑구,사가정로,서울특별시 중랑구 면목동 1326-107도,서울특별시 중랑구 면목동 727-24천,17.0,42.0,70,좋음
2021-03-24,14:12,서울,중랑구,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,17.0,41.0,387,매우나쁨
2021-03-24,13:51,충북,음성군,교연로,충청북도 음성군 맹동면 쌍정리 246-2 도,충청북도 음성군 맹동면 두성리 1411도,15.0,30.0,32,매우좋음
2021-03-24,13:56,충북,음성군,연미로,충청북도 음성군 맹동면 동성리 526도,충청북도 음성군 맹동면 두성리 1411도,16.0,30.0,67,좋음
2021-03-24,13:58,충북,음성군,대하로,충청북도 음성군 맹동면 동성리 219 도,충청북도 음성군 맹동면 동성리 495도,16.0,29.0,177,나쁨
2021-03-24,14:06,충북,음성군,원중로,충청북도 음성군 맹동면 본성리 산65-4 도,충청북도 음성군 원남면 보천리 392-3도,16.0,29.0,311,매우나쁨
2021-03-24,14:36,충북,진천군,원덕로,충청북도 진천군 진천읍 성석리 742-2 도,충청북도 진천군 진천읍 원덕리 251-7 도,18.0,23.0,72,좋음
2021-03-24,14:40,충북,진천군,문화로,충청북도 진천군 진천읍 신정리 504-2 도,충청북도 진천군 진천읍 신정리 506 답,17.0,24.0,111,보통
2021-03-25,9:35,서울,은평구,수색로,서울특별시 은평구 수색동 293-61구,서울특별시 은평구 증산동 239도,13.0,57.0,8,매우좋음
2021-03-25,9:47,서울,은평구,증산로,서울특별시 은평구 수색동 46-40철,서울특별시 은평구 신사동 22-15도,13.0,71.0,22,매우좋음
2021-03-25,9:57,서울,은평구,연서로,서울특별시 은평구 역촌동 85-42도,서울특별시 은평구 진관동 2-23도,13.0,61.0,11,매우좋음
2021-03-25,10:19,서울,은평구,북한산로,서울특별시 은평구 진관동 288-3천,서울특별시 은평구 진관동 72-4도,14.0,56.0,45,매우좋음
2021-03-25,10:31,서울,은평구,진관1로,서울특별시 은평구 진관동 234-30도,서울특별시 은평구 진관동 159-9답,14.0,55.0,11,매우좋음
2021-03-25,10:47,서울,은평구,통일로,서울특별시 은평구 진관동 75-1도,서울특별시 은평구 응암동 32-1도,15.0,53.0,10,매우좋음
2021-03-25,11:07,서울,은평구,은평로,서울특별시 은평구 녹번동 55도,서울특별시 은평구 신사동 41-3도,15.0,51.0,19,매우좋음
2021-03-25,11:21,서울,은평구,가좌로,서울특별시 은평구 신사동 산48-7 임,서울특별시 은평구 응암동 691도,16.0,50.0,18,매우좋음
2021-03-25,12:07,서울,은평구,응암로,서울특별시 은평구 응암동 604-8도,서울특별시 은평구 역촌동 17-55천,17.0,46.0,21,매우좋음
2021-03-25,12:22,서울,은평구,서오릉로,서울특별시 은평구 응암동 82-31도,서울특별시 은평구 구산동 산 131-18 임,17.0,46.0,19,매우좋음
2021-03-25,12:42,서울,은평구,진흥로,서울특별시 은평구 역촌동 85-42도,서울특별시 은평구 불광동 산42-1임,17.0,46.0,27,매우좋음
2021-03-25,13:08,서울,은평구,백련산로,서울특별시 은평구 응암동 84-14도,서울특별시 은평구 응암동 691도,17.0,45.0,66,좋음
2021-03-25,10:15,서울,종로구,창의문로,서울특별시 종로구 효자동 136-1도,서울특별시 종로구 부암동 216-1 구,14.0,75.0,81,좋음
2021-03-25,10:33,서울,종로구,효자로,서울특별시 종로구 궁정동 15 도,서울특별시 종로구 적선동 36-2도,14.0,72.0,77,좋음
2021-03-25,10:52,서울,마포구,신촌로,서울특별시 마포구 동교동 191-2도,서울특별시 서대문구 충정로3가 58-6 도,15.0,65.0,29,매우좋음
2021-03-25,11:11,서울,마포구,토정로,서울특별시 마포구 마포동 33-18도,서울특별시 마포구 합정동 139-21 잡,15.0,66.0,119,보통
2021-03-25,12:13,서울,서초구,사임당로,서울특별시 서초구 서초동 1748-33도,서울특별시 서초구 서초동 1374도,18.0,55.0,22,매우좋음
2021-03-25,13:53,서울,영등포구,가마산로,서울특별시 영등포구 대림동 774도,서울특별시 영등포구 신길동 4880도,19.0,49.0,116,보통
2021-03-25,9:50,경기,안양시 만안구,박달로,경기도 안양시만안구 박달동,경기도 안양시만안구 안양동 1223-1도,14.0,78.0,77,좋음
2021-03-25,10:10,경기,안양시 만안구,경수대로,경기도 안양시만안구 석수동 371-3도,경기도 안양시만안구 안양동 산24-2도,14.0,73.0,113,보통
2021-03-25,10:20,경기,안양시 동안구,경수대로,경기도 안양시동안구 비산동 531-166 도,경기도 안양시동안구 호계동 860-4도,14.0,72.0,83,좋음
2021-03-25,10:34,경기,안양시 동안구,엘에스로,호계동 801-4대,안양동 202-13대,14.0,71.0,143,보통
2021-03-25,10:41,경기,안양시 만안구,만안로,경기도 안양시만안구 안양동 575도,경기도 안양시만안구 석수동 333-1도,15.0,71.0,127,보통
2021-03-25,10:57,경기,안양시 만안구,안양로,경기도 안양시만안구 석수동 327도,경기도 안양시만안구 안양동 345 도,16.0,66.0,98,좋음
2021-03-25,11:19,경기,안양시 동안구,시민대로,경기도 안양시동안구 호계동 1008천,경기도 안양시동안구 평촌동 871도,16.0,66.0,105,보통
2021-03-25,11:32,경기,안양시 동안구,귀인로,경기도 안양시동안구 평촌동 987도,경기도 안양시동안구 호계동 1011도,16.0,65.0,56,좋음
2021-03-25,11:48,경기,안양시 동안구,동안로,경기도 안양시동안구 호계동 1167도,경기도 안양시동안구 비산동 1063도,16.0,63.0,30,매우좋음
2021-03-25,12:05,경기,안양시 동안구,관평로,경기도 안양시동안구 관양동 1526도,경기도 안양시동안구 평촌동 141-2 도,17.0,58.0,77,좋음
2021-03-25,12:17,경기,안양시 동안구,부림로,경기도 안양시동안구 평촌동 985도,경기도 안양시동안구 관양동 1622도,17.0,59.0,50,매우좋음
2021-03-25,12:26,경기,안양시 동안구,학의로,경기도 안양시동안구 평촌동 2-1 천,경기도 안양시동안구 비산동 1144도,17.0,58.0,27,매우좋음
2021-03-25,12:37,경기,안양시 동안구,달안로,경기도 안양시동안구 비산동 1144도,경기도 안양시동안구 관양동 1622도,17.0,57.0,52,좋음
2021-03-25,12:52,경기,안양시 동안구,흥안대로,경기도 안양시동안구 관양동 1563 도,경기도 안양시동안구 호계동 1037도,18.0,53.0,59,좋음
2021-03-25,13:07,경기,안양시 동안구,평촌대로,경기도 안양시동안구 호계동 1214도,경기도 안양시동안구 비산동 47-4전,18.0,52.0,84,좋음
2021-03-25,13:34,경기,안양시 동안구,관악대로,경기도 안양시동안구 비산동 593천,경기도 안양시동안구 관양동 146-4도,19.0,49.0,20,매우좋음
2021-03-25,13:48,경기,안양시 동안구,벌말로,경기도 안양시동안구 관양동 130-3도,경기도 안양시동안구 평촌동 951도,19.0,50.0,22,매우좋음
2021-03-25,14:13,경기,안양시 만안구,병목안로,경기도 안양시만안구 안양동 산79-3임,경기도 안양시만안구 안양동 1189-1도,18.0,49.0,89,좋음
2021-03-25,14:23,경기,안양시 만안구,충훈로,경기도 안양시만안구 박달동 126-2 도,경기도 안양시만안구 석수동 796-1도,18.0,52.0,47,매우좋음
2021-03-25,14:28,경기,안양시 만안구,석수로,경기도 안양시만안구 석수동 333-1도,경기도 안양시만안구 석수동 355-4전,18.0,53.0,22,매우좋음
2021-03-25,14:39,경기,안양시 만안구,삼막로,경기도 안양시만안구 석수동 100도,서울특별시 관악구 신림동 산56-2 임,18.0,47.0,32,매우좋음
2021-03-25,9:45,인천,남구,방축로,도화동 967-3,주안동 3-46,13.0,86.0,17,매우좋음
2021-03-25,9:52,인천,남구,염전로,인천광역시 남동구 간석동 618-3도,인천광역시 남구 도화동 981-1도,13.0,87.0,126,보통
2021-03-25,9:59,인천,남구,송림로,인천광역시 남구 도화동 252-4 도,인천광역시 남구 도화동 20-10 도,12.0,94.0,61,좋음
2021-03-25,10:02,인천,남구,장고개로,인천광역시 남구 도화동 974-1도,인천광역시 남구 도화동 255도,13.0,91.0,43,매우좋음
2021-03-25,10:12,인천,남구,주안로,인천광역시 남구 도화동 546도,인천광역시 남구 주안동 883도,14.0,84.0,90,좋음
2021-03-25,10:22,인천,남구,경인로,인천광역시 남구 주안동 957도,인천광역시 남구 숭의동 162-14도,13.0,86.0,65,좋음
2021-03-25,10:43,인천,남구,독배로,인천광역시 남구 숭의동 162-14도,인천광역시 남구 학익동 626-7 도,13.0,93.0,352,매우나쁨
2021-03-25,10:55,인천,남구,소성로,인천광역시 남구 용현동 672-3 도,인천광역시 남구 문학동 428도,13.0,94.0,187,나쁨
2021-03-25,11:08,인천,남구,매소홀로,인천광역시 남구 관교동 561 도,인천광역시 남구 용현동 627-567 도,13.0,88.0,72,좋음
2021-03-25,12:23,인천,남구,아암대로,인천광역시 남구 학익동 587-115도,인천광역시 남구 숭의동 443-1도,13.0,86.0,25,매우좋음
2021-03-25,12:41,인천,남구,인하로,인천광역시 남구 용현동 345-1 도,인천광역시 남구 관교동 16도,14.0,83.0,86,좋음
2021-03-25,12:51,인천,남구,인주대로,인천광역시 남구 주안동 1484도,인천광역시 남구 숭의동 440-16 철,15.0,78.0,87,좋음
2021-03-25,13:03,인천,남구,석정로,인천광역시 남구 숭의동 162-14도,인천광역시 남구 주안동 40-4도,15.0,78.0,63,좋음
2021-03-25,13:22,인천,남구,경원대로,인천광역시 남구 주안동 40-4도,인천광역시 남구 문학동 23-3 도,16.0,72.0,34,매우좋음
2021-03-25,13:38,인천,남구,미추홀대로,인천광역시 남구 학익동 82-18 임,인천광역시 남구 주안동 234도,15.0,74.0,115,보통
2021-03-25,13:56,인천,남구,한나루로,인천광역시 남구 도화동 546도,인천광역시 남구 학익동 180-11 도,15.0,73.0,45,매우좋음
2021-03-26,9:39,서울,구로구,부일로,서울특별시 구로구 궁동 197-63 도,서울특별시 구로구 온수동 56도,10.0,0.0,19,매우좋음
2021-03-26,9:55,서울,구로구,서해안로,서울특별시 구로구 항동 산50-10 도,서울특별시 구로구 개봉동 237-12 철,10.0,74.0,24,매우좋음
2021-03-26,10:17,서울,구로구,중앙로,서울특별시 구로구 고척동 69-9도,서울특별시 양천구 신정동 620-2도,12.0,68.0,22,매우좋음
2021-03-26,10:22,서울,구로구,고척로,서울특별시 구로구 고척동 186-4 도,서울특별시 구로구 오류동 6-2도,12.0,62.0,41,매우좋음
2021-03-26,10:49,서울,구로구,오리로,서울특별시 구로구 궁동 5 도,서울특별시 구로구 천왕동 3-5천,14.0,51.0,14,매우좋음
2021-03-26,11:40,서울,구로구,금오로,서울특별시 구로구 천왕동 278-3 도,서울특별시 구로구 천왕동 12-2도,15.0,45.0,56,좋음
2021-03-26,11:47,서울,구로구,천왕로,서울특별시 구로구 오류동 352-10 도,서울특별시 구로구 천왕동 278-3 도,15.0,45.0,21,매우좋음
2021-03-26,11:58,서울,구로구,개봉로,서울특별시 구로구 개봉동 403-97도,서울특별시 구로구 개봉동 139-4 도,16.0,43.0,20,매우좋음
2021-03-26,12:12,서울,구로구,공원로,서울특별시 구로구 신도림동 413-2도,서울특별시 구로구 구로동 50 도,16.0,43.0,16,매우좋음
2021-03-26,12:19,서울,구로구,구로중앙로,서울특별시 구로구 구로동 147-5 도,서울특별시 양천구 신정동 330-8제,16.0,43.0,23,매우좋음
2021-03-26,12:26,서울,구로구,신도림로,서울특별시 구로구 신도림동 290-10 도,서울특별시 구로구 신도림동 312-16도,16.0,42.0,26,매우좋음
2021-03-26,12:38,서울,구로구,새말로,서울특별시 구로구 구로동 1-25 천,서울특별시 구로구 구로동 496-128도,16.0,42.0,19,매우좋음
2021-03-26,12:50,서울,구로구,구로동로,서울특별시 구로구 구로동 496-128도,서울특별시 구로구 가리봉동 121-50도,17.0,40.0,18,매우좋음
2021-03-26,13:05,서울,구로구,디지털로,서울특별시 구로구 가리봉동 127-30 도,서울특별시 구로구 구로동 179-94 천,18.0,38.0,18,매우좋음
2021-03-26,13:15,서울,구로구,도림로,서울특별시 영등포구 대림동 1054-1 천,서울특별시 구로구 가리봉동 25-45 도,18.0,38.0,17,매우좋음
2021-03-26,13:30,서울,구로구,가마산로,서울특별시 구로구 구로동 68-1 천,서울특별시 구로구 구로동 699-9 도,18.0,37.0,41,매우좋음
2021-03-26,13:54,서울,구로구,벚꽃로,서울특별시 구로구 가리봉동 2-2도,서울특별시 구로구 구로동 496-128도,18.0,36.0,81,좋음
2021-03-26,14:03,서울,구로구,경인로,서울특별시 구로구 신도림동 330-7도,서울특별시 구로구 온수동 44-23 도,19.0,35.0,27,매우좋음
2021-03-26,10:22,경기,하남시,미사대로,경기도 하남시 배알미동 47-1수,경기도 하남시 선동 247-1제,14.0,68.0,39,매우좋음
2021-03-26,10:44,경기,하남시,미사강변한강로,경기도 하남시 선동 229-1답,경기도 하남시 덕풍동 80-3임,14.0,66.0,21,매우좋음
2021-03-26,10:52,경기,하남시,아리수로,경기도 하남시 망월동 232-4도,경기도 하남시 망월동 673-4도,15.0,61.0,41,매우좋음
2021-03-26,11:02,경기,하남시,미사강변동로,경기도 하남시 망월동 387-15목,경기도 하남시 망월동 830-77전,15.0,58.0,33,매우좋음
2021-03-26,11:12,경기,하남시,덕풍로,경기도 하남시 덕풍동 829-4도,경기도 하남시 신장동 303-4 도,17.0,49.0,24,매우좋음
2021-03-26,11:17,경기,하남시,덕풍북로,경기도 하남시 덕풍동 820도,경기도 하남시 덕풍동 658 도,16.0,51.0,91,좋음
2021-03-26,11:39,경기,하남시,신평로,경기도 하남시 덕풍동 511-29답,경기도 하남시 신장동 278-3 도,17.0,49.0,196,나쁨
2021-03-26,11:45,경기,하남시,조정대로,경기도 하남시 덕풍동 2-29도,경기도 하남시 풍산동 461-1도,17.0,45.0,47,매우좋음
2021-03-26,11:50,경기,하남시,하남대로,경기도 하남시 풍산동 219-4도,경기도 하남시 상산곡동 산182-3임,17.0,44.0,59,좋음
2021-03-26,12:05,경기,하남시,창우로,경기도 하남시 천현동 474-6수,경기도 남양주시 와부읍 팔당리 415-6 전,18.0,44.0,38,매우좋음
2021-03-26,12:09,경기,하남시,대청로,경기도 하남시 창우동 534도,경기도 하남시 신장동 537도,18.0,42.0,69,좋음
2021-03-26,12:20,경기,하남시,천현로,경기도 하남시 창우동 534도,경기도 하남시 천현동 627도,18.0,41.0,61,좋음
2021-03-26,12:27,경기,하남시,덕산로,경기도 하남시 천현동 289-11 도,경기도 하남시 풍산동 394-9 도,18.0,48.0,56,좋음
2021-03-26,13:08,경기,하남시,대성로,경기도 하남시 신장동 434-10도,경기도 하남시 상사창동 468-5천,20.0,40.0,55,좋음
2021-03-26,13:14,경기,하남시,서하남로,경기도 하남시 교산동 104-3수,경기도 하남시 감북동 447-4수,20.0,37.0,88,좋음
2021-03-26,10:42,서울,강남구,압구정로,서울특별시 강남구 압구정동 394 도,서울특별시 강남구 청담동 77 도,14.0,67.0,29,매우좋음
2021-03-26,10:56,서울,강남구,삼성로,서울특별시 강남구 청담동 77 도,서울특별시 강남구 개포동 146-2 도,15.0,61.0,50,매우좋음
2021-03-26,11:15,서울,강남구,영동대로,서울특별시 강남구 개포동 146-5 도,서울특별시 광진구 자양동 158-17천,16.0,58.0,62,좋음
2021-03-26,11:39,서울,강남구,선릉로,서울특별시 강남구 압구정동 495 도,서울특별시 강남구 개포동 146-1 도,17.0,50.0,48,매우좋음
2021-03-26,12:17,서울,강남구,남부순환로,서울특별시 강남구 수서동 329-21 도,서울특별시 강남구 도곡동 207 도,18.0,44.0,33,매우좋음
2021-03-26,12:29,서울,강남구,도곡로,서울특별시 강남구 도곡동 958-2 도,서울특별시 강남구 대치동 78-28천,18.0,45.0,54,좋음
2021-03-26,12:44,서울,강남구,역삼로,서울특별시 강남구 대치동 1012-34 도,서울특별시 강남구 역삼동 858 도,18.0,44.0,55,좋음
2021-03-26,13:01,서울,강남구,테헤란로,서울특별시 강남구 역삼동 858 도,서울특별시 강남구 삼성동 172-66 도,18.0,44.0,22,매우좋음
2021-03-26,13:21,서울,강남구,봉은사로,서울특별시 강남구 삼성동 186-6천,서울특별시 강남구 역삼동 858 도,19.0,42.0,58,좋음
2021-03-26,13:42,서울,강남구,학동로,서울특별시 강남구 논현동 280 도,서울특별시 강남구 청담동 139-33 도,19.0,42.0,53,좋음
2021-03-26,14:05,서울,강남구,도산대로,서울특별시 강남구 청담동 77-4 도,서울특별시 강남구 논현동 280 도,20.0,37.0,93,좋음
2021-03-26,10:04,인천,강화군,길상로,인천광역시 강화군 길상면 온수리 550-4도,인천광역시 강화군 길상면 초지리 1934-2 답,9.0,100.0,301,매우나쁨
2021-03-26,10:39,인천,강화군,강화대로,경기도 김포시 월곶면 성동리,인천광역시 강화군 하점면 신봉리 50-6 전,9.0,93.0,176,나쁨
2021-03-26,10:58,인천,강화군,중앙로,인천광역시 강화군 강화읍 갑곳리 849 대,인천광역시 강화군 내가면 외포리 547-37잡,11.0,86.0,99,좋음
2021-03-26,12:44,경기,김포시,마송1로,경기도 김포시 통진읍 마송리 592 도,경기도 김포시 통진읍 마송리 592 도,15.0,63.0,436,매우나쁨
2021-03-26,12:52,경기,김포시,마송로,경기도 김포시 통진읍 마송리 159-37 임,경기도 김포시 통진읍 마송리 592-9도,15.0,61.0,738,매우나쁨
2021-03-26,13:08,경기,김포시,양곡로,경기도 김포시 운양동 1210-3임,경기도 김포시 양촌읍 양곡리 371-25도,16.0,60.0,40,매우좋음
2021-03-26,13:17,경기,김포시,양곡4로,경기도 김포시 구래동 5403도,경기도 김포시 양촌읍 양곡리 1503 도,16.0,60.0,212,매우나쁨
2021-03-26,13:26,경기,김포시,양곡2로,경기도 김포시 양촌읍 양곡리 248-3 답,경기도 김포시 구래동 5419전,16.0,58.0,134,보통
2021-03-26,13:30,경기,김포시,김포한강7로,경기도 김포시 구래동 5419전,경기도 김포시 구래동 6906도,17.0,56.0,51,좋음
2021-03-26,13:36,경기,김포시,김포한강9로,경기도 김포시 구래동 6900도,경기도 김포시 구래동 5115도,17.0,55.0,82,좋음
2021-03-26,13:50,경기,김포시,김포한강8로,경기도 김포시 구래동 6900도,경기도 김포시 마산동 692도,18.0,48.0,47,매우좋음
2021-03-26,14:14,경기,김포시,황금1로80번길,경기도 김포시 양촌읍 학운리 3140 도,경기도 김포시 양촌읍 학운리 3126 도,18.0,49.0,94,좋음
2021-03-26,14:22,경기,김포시,황금로,경기도 김포시 양촌읍 학운리 447-131 도,경기도 김포시 양촌읍 대포리 35-2 답,18.0,52.0,70,좋음
2021-03-26,14:42,경기,김포시,황금1로,경기도 김포시 대곶면 대능리 90-7전,경기도 김포시 양촌읍 대포리 322-88 답,18.0,50.0,45,매우좋음
2021-03-26,10:13,충북,청주시 흥덕구,대신로,충청북도 청주시 흥덕구 외북동 산61-1 임,충청북도 청주시 흥덕구 복대동 3197도,14.0,60.0,106,보통
2021-03-26,10:19,충북,청주시 흥덕구,가경로,충청북도 청주시 흥덕구 가경동 513-2도,충청북도 청주시 흥덕구 가경동 1557도,14.0,59.0,125,보통
2021-03-26,10:22,충북,청주시 흥덕구,풍산로,충청북도 청주시 흥덕구 복대동 1916도,충청북도 청주시 흥덕구 가경동 1448도,14.0,59.0,99,좋음
2021-03-26,10:24,충북,청주시 흥덕구,2순환로,충청북도 청주시 서원구 미평동 317-5도,충청북도 청주시 흥덕구 송절동 1천,14.0,62.0,50,매우좋음
2021-03-26,10:29,충북,청주시 흥덕구,대농로,충청북도 청주시 흥덕구 비하동 330-3 도,충청북도 청주시 흥덕구 복대동 271-13 도,14.0,62.0,164,나쁨
2021-03-29,10:58,서울,종로구,지봉로,서울특별시 종로구 창신동 436-87천,서울특별시 종로구 숭인동 2-1 대,14.0,41.0,196,나쁨
2021-03-29,11:04,서울,종로구,종로,서울특별시 종로구 숭인동 1474도,서울특별시 종로구 세종로 1-68도,16.0,39.0,219,매우나쁨
2021-03-29,11:20,서울,종로구,새문안로,서울특별시 종로구 세종로 1-68도,서울특별시 종로구 평동 211도,15.0,38.0,82,좋음
2021-03-29,11:26,서울,종로구,통일로,서울특별시 종로구 평동 211도,서울특별시 서대문구 홍제동 47-32구,15.0,36.0,106,보통
2021-03-29,11:41,서울,종로구,사직로,서울특별시 종로구 교북동 1-60도,서울특별시 종로구 중학동 96도,15.0,35.0,102,보통
2021-03-29,11:48,서울,종로구,율곡로,서울특별시 종로구 중학동 93-1천,서울특별시 종로구 종로6가 287-7천,16.0,33.0,112,보통
2021-03-29,12:06,서울,종로구,대학로,서울특별시 종로구 종로5가 82-1도,서울특별시 종로구 혜화동 56도,16.0,33.0,66,좋음
2021-03-29,12:12,서울,종로구,창경궁로,서울특별시 종로구 혜화동,서울특별시 종로구 예지동 213-1천,15.0,36.0,125,보통
2021-03-29,12:19,서울,종로구,삼일대로,서울특별시 종로구 관철동 37-9천,서울특별시 종로구 경운동 95도,16.0,42.0,282,매우나쁨
2021-03-29,12:38,서울,종로구,청계천로,서울특별시 중구 태평로1가 63-17도,서울특별시 중구 황학동 2472-1천,15.0,40.0,311,매우나쁨
2021-03-29,13:41,서울,종로구,창의문로,서울특별시 종로구 효자동 136-1도,서울특별시 종로구 부암동 216-1 구,15.0,38.0,131,보통
2021-03-29,13:50,서울,종로구,효자로,서울특별시 종로구 궁정동 15 도,서울특별시 종로구 적선동 36-2도,15.0,37.0,356,매우나쁨
2021-03-29,13:55,서울,종로구,자하문로,서울특별시 종로구 적선동 8-1 도,서울특별시 종로구 홍지동 99-7 도,15.0,36.0,86,좋음
2021-03-29,14:11,서울,종로구,평창문화로,서울특별시 종로구 평창동 산6-2임,서울특별시 종로구 신영동 20-1도,15.0,33.0,48,매우좋음
2021-03-29,14:16,서울,종로구,진흥로,서울특별시 종로구 신영동 20-1도,서울특별시 종로구 구기동 산3-24임,15.0,34.0,51,좋음
2021-03-29,10:10,서울,강남구,언주로,서울특별시 강남구 개포동 산53-25임,서울특별시 성동구 성수동1가 701-1천,13.0,61.0,153,나쁨
2021-03-29,10:42,서울,강남구,논현로,서울특별시 강남구 압구정동 374천,서울특별시 강남구 도곡동 207 도,15.0,50.0,219,매우나쁨
2021-03-29,11:26,서울,강남구,광평로,서울특별시 강남구 개포동 146-5 도,서울특별시 강남구 수서동 85-4 천,14.0,43.0,141,보통
2021-03-29,11:33,서울,강남구,밤고개로,서울특별시 강남구 수서동 357도,서울특별시 강남구 세곡동 150-1천,15.0,41.0,275,매우나쁨
2021-03-29,11:44,서울,강남구,헌릉로,서울특별시 강남구 세곡동 486-2천,서울특별시 강남구 세곡동 468-43 도,15.0,37.0,158,나쁨
2021-03-29,11:55,서울,강남구,자곡로,서울특별시 강남구 세곡동 389-5 도,서울특별시 강남구 자곡동 45-9 천,15.0,38.0,192,나쁨
2021-03-29,12:04,서울,강남구,밤고개로21길,서울특별시 강남구 율현동 66-1잡,서울특별시 강남구 율현동 242-6 도,15.0,37.0,1019,매우나쁨
2021-03-29,12:15,서울,강남구,일원로,서울특별시 강남구 일원동 734-2 도,서울특별시 강남구 일원동 700-9 도,15.0,39.0,465,매우나쁨
2021-03-29,13:06,서울,강남구,개포로,서울특별시 서초구 양재동 261-24 도,서울특별시 강남구 일원동 474-1 도,16.0,32.0,422,매우나쁨
2021-03-29,9:36,경기,김포시,아라육로58번길,경기도 김포시 고촌읍 전호리 755 도,경기도 김포시 고촌읍 전호리 755 도,12.0,79.0,1357,매우나쁨
2021-03-29,10:20,경기,김포시,아라육로152번길,경기도 김포시 고촌읍 신곡리 686 도,경기도 김포시 고촌읍 신곡리 686 도,13.0,65.0,501,매우나쁨
2021-03-29,10:22,경기,김포시,아라육로,경기도 김포시 고촌읍 전호리 87-8 도,경기도 김포시 고촌읍 전호리 618-37 도,13.0,64.0,303,매우나쁨
2021-03-29,10:38,경기,김포시,수기로,경기도 김포시 고촌읍 신곡리 281-33도,경기도 김포시 고촌읍 신곡리 996-5 임,14.0,49.0,561,매우나쁨
2021-03-29,10:52,경기,김포시,김포대로,경기도 김포시 고촌읍 전호리 328-11구,경기도 김포시 월곶면 포내리 5-1도,14.0,49.0,334,매우나쁨
2021-03-29,11:12,경기,김포시,김포한강6로,경기도 김포시 운양동 1245-38 전,경기도 김포시 장기동 1887-1도,14.0,70.0,104,보통
2021-03-29,11:23,경기,김포시,김포한강4로,경기도 김포시 장기동 2081-1도,경기도 김포시 구래동 6900도,14.0,75.0,290,매우나쁨
2021-03-29,11:35,경기,김포시,김포한강3로,경기도 김포시 양촌읍 구래리 823-14답,경기도 김포시 감정동 384-6 답,13.0,79.0,76,좋음
2021-03-29,11:54,경기,김포시,김포한강2로,경기도 김포시 운양동 1406-3도,경기도 김포시 장기동 1336 공,13.0,70.0,353,매우나쁨
2021-03-29,13:29,경기,김포시,김포한강11로,경기도 김포시 운양동 1400-3도,경기도 김포시 운양동 1400 도,15.0,48.0,302,매우나쁨
2021-03-29,13:46,경기,김포시,김포한강1로,경기도 김포시 운양동 1403 도,경기도 김포시 장기동 1822 도,14.0,49.0,282,매우나쁨
2021-03-29,14:08,경기,김포시,중봉로,경기도 김포시 걸포동 336-11도,경기도 김포시 감정동 511-3 답,13.0,56.0,204,매우나쁨
2021-03-29,14:20,경기,김포시,사우중로,경기도 김포시 사우동 263-1대,경기도 김포시 북변동 834도,13.0,59.0,905,매우나쁨
2021-03-29,14:28,경기,김포시,돌문로,경기도 김포시 사우동 186-20도,경기도 김포시 사우동 838-45도,13.0,58.0,1665,매우나쁨
2021-03-29,14:34,경기,김포시,풍무로,경기도 김포시 사우동 838-45도,경기도 김포시 풍무동 723-1도,13.0,52.0,454,매우나쁨
2021-03-29,14:46,경기,김포시,풍무로68번길,경기도 김포시 고촌읍 태리 440-2 도,경기도 김포시 풍무동 808 도,13.0,49.0,533,매우나쁨
2021-03-30,13:08,경기,남양주시,가운로2길,경기도 남양주시 가운동 711 도,경기도 남양주시 가운동 711 도,17.0,26.0,110,보통
2021-03-30,13:15,경기,남양주시,가운로,경기도 남양주시 가운동 545-12 도,경기도 남양주시 도농동 89-12 도,17.0,27.0,408,매우나쁨
2021-03-30,13:19,경기,남양주시,도농로,경기도 남양주시 도농동 53-13대,경기도 남양주시 지금동 577-5답,17.0,27.0,96,좋음
2021-03-30,13:47,경기,남양주시,홍유릉로,경기도 남양주시 일패동 695-1구,경기도 남양주시 금곡동 428-8구,18.0,26.0,11,매우좋음
2021-03-30,13:51,경기,남양주시,사릉로,경기도 남양주시 금곡동 428-13답,경기도 남양주시 진접읍 연평리 656-1 도,18.0,26.0,144,보통
2021-03-30,14:16,경기,남양주시,양지로,경기도 남양주시 오남읍 오남리 468-6 도,경기도 남양주시 오남읍 양지리 749-5 답,18.0,27.0,18,매우좋음
2021-03-30,14:30,경기,남양주시,양진로,경기도 남양주시 진접읍 연평리 134-12 천,경기도 남양주시 일패동 72-16 도,19.0,28.0,44,매우좋음
2021-03-30,10:42,서울,송파구,송파대로,서울특별시 광진구 자양동 753-2도,서울특별시 송파구 장지동 596-21도,15.0,35.0,90,좋음
2021-03-30,11:03,서울,송파구,새말로,서울특별시 송파구 문정동 446-4 천,서울특별시 송파구 문정동 114-2도,14.0,35.0,70,좋음
2021-03-30,11:11,서울,송파구,충민로,서울특별시 송파구 장지동 839-7 도,서울특별시 송파구 문정동 305-24 도,15.0,34.0,259,매우나쁨
2021-03-30,11:24,서울,송파구,송이로,서울특별시 송파구 장지동 839-7 도,서울특별시 송파구 송파동 152-1도,15.0,32.0,212,매우나쁨
