측정일자,측정시간,지역,지역명,도로명,시작점,종점,기온 (℃),습도 (%),재비산먼지 평균농도(㎍/㎥),오염범례
2021-03-30,11:41,서울,송파구,마천로,서울특별시 송파구 방이동 209-7도,서울특별시 송파구 거여동 575전,16.0,27.0,212,매우나쁨
2021-03-30,12:01,서울,송파구,오금로,서울특별시 송파구 거여동 산63-2 구,서울특별시 송파구 신천동 15도,16.0,25.0,86,좋음
2021-03-30,12:31,서울,송파구,올림픽로35길,서울특별시 송파구 신천동 3도,서울특별시 송파구 신천동 26도,17.0,23.0,53,좋음
2021-03-30,12:35,서울,송파구,위례성대로,서울특별시 송파구 신천동 26도,서울특별시 송파구 방이동 452-17 도,17.0,23.0,81,좋음
2021-03-30,12:48,서울,송파구,거마로,서울특별시 송파구 거여동 20-14도,서울특별시 송파구 마천동 63-8 도,17.0,23.0,162,나쁨
2021-03-30,13:00,서울,송파구,문정로,서울특별시 송파구 마천동 산21-1 도,서울특별시 송파구 문정동 119-4 도,17.0,23.0,192,나쁨
2021-03-30,13:10,서울,송파구,동남로,서울특별시 송파구 문정동 150-14 도,서울특별시 송파구 방이동 434-1임,18.0,23.0,106,보통
2021-03-30,14:12,서울,송파구,중대로,서울특별시 송파구 오금동 3-6도,서울특별시 송파구 가락동 616-1천,19.0,20.0,92,좋음
2021-03-30,14:23,서울,송파구,양재대로,서울특별시 송파구 가락동 520천,서울특별시 송파구 방이동 89-29도,19.0,20.0,38,매우좋음
2021-03-30,14:40,서울,송파구,백제고분로,서울특별시 송파구 방이동 94-3도,서울특별시 송파구 잠실동 12도,19.0,19.0,83,좋음
2021-03-30,15:00,서울,송파구,석촌호수로,서울특별시 송파구 잠실동 18-1도,서울특별시 송파구 송파동 62도,19.0,21.0,127,보통
2021-03-30,15:19,서울,송파구,잠실로,서울특별시 송파구 신천동 34도,서울특별시 송파구 잠실동 26-1도,19.0,21.0,100,좋음
2021-03-30,15:31,서울,송파구,삼전로,서울특별시 송파구 잠실동 38도,서울특별시 송파구 삼전동 186-4천,19.0,22.0,87,좋음
2021-03-30,15:38,서울,송파구,삼학사로,서울특별시 송파구 삼전동 156도,서울특별시 송파구 잠실동 43도,19.0,22.0,114,보통
2021-03-30,9:59,서울,동작구,장승배기로,서울특별시 동작구 노량진동 60-11도,서울특별시 동작구 상도동 208-4도,13.0,42.0,350,매우나쁨
2021-03-30,10:15,서울,동작구,상도로,서울특별시 동작구 대방동 466-51도,서울특별시 동작구 상도동 124 도,13.0,40.0,98,좋음
2021-03-30,10:31,서울,동작구,사당로,서울특별시 동작구 상도동 514 도,서울특별시 동작구 사당동 144-4도,13.0,35.0,112,보통
2021-03-30,10:50,서울,동작구,남부순환로,서울특별시 관악구 봉천동 1693-39도,서울특별시 동작구 사당동 1112도,14.0,32.0,25,매우좋음
2021-03-30,10:55,서울,동작구,동작대로,사당동 588-45,동작동 326,14.0,30.0,58,좋음
2021-03-30,11:05,서울,동작구,현충로,서울특별시 동작구 동작동 126-12천,서울특별시 동작구 본동 10-40도,14.0,31.0,64,좋음
2021-03-30,11:12,서울,동작구,노량진로,서울특별시 동작구 본동 475-1도,서울특별시 동작구 대방동 117-7도,15.0,27.0,59,좋음
2021-03-30,11:19,서울,동작구,여의대방로,서울특별시 동작구 대방동 498천,서울특별시 동작구 신대방동 551-8도,16.0,27.0,48,매우좋음
2021-03-30,11:27,서울,동작구,시흥대로,신대방동 565,신대방동 702-1,16.0,27.0,102,보통
2021-03-30,11:41,서울,금천구,시흥대로,서울특별시 관악구 신림동 1674-6도,서울특별시 금천구 시흥동 1001-42도,17.0,23.0,160,나쁨
2021-03-30,12:14,서울,금천구,벚꽃로,서울특별시 금천구 시흥동 113-192 철,서울특별시 금천구 가산동 3-20도,16.0,22.0,206,매우나쁨
2021-03-30,12:18,서울,금천구,남부순환로,서울특별시 구로구 구로동 699-17 철,서울특별시 구로구 구로동 141-7 도,16.0,22.0,33,매우좋음
2021-03-30,12:28,서울,금천구,문성로,서울특별시 금천구 독산동 906-42도,서울특별시 금천구 독산동 995-5도,16.0,22.0,86,좋음
2021-03-30,12:37,서울,금천구,독산로,서울특별시 금천구 독산동 996도,서울특별시 금천구 시흥동 1000-92도,18.0,19.0,48,매우좋음
2021-03-30,12:50,서울,금천구,은행나무로,서울특별시 금천구 시흥동 1000-92도,서울특별시 금천구 시흥동 1000-124도,17.0,19.0,235,매우나쁨
2021-03-30,12:58,서울,금천구,금하로,서울특별시 금천구 시흥동 1010-14도,서울특별시 금천구 시흥동 784-7천,17.0,19.0,47,매우좋음
2021-03-30,13:07,서울,금천구,안양천로,서울특별시 금천구 독산동 779-5 도,서울특별시 금천구 독산동 1091도,17.0,20.0,16,매우좋음
2021-03-30,13:14,서울,금천구,가산디지털2로,서울특별시 금천구 가산동 338-10도,서울특별시 금천구 가산동 481-12 도,17.0,21.0,352,매우나쁨
2021-03-30,13:20,서울,금천구,가산디지털1로,서울특별시 금천구 가산동 515-13구,서울특별시 금천구 가산동 677도,17.0,21.0,198,나쁨
2021-03-30,14:10,서울,금천구,범안로,서울특별시 금천구 독산동 1085도,서울특별시 금천구 독산동 1081-16도,18.0,19.0,17,매우좋음
2021-03-30,11:30,경기,용인시 수지구,신수로,경기도 성남시 분당구 동원동 44-2도,경기도 용인시수지구 풍덕천동 981대,16.0,25.0,102,보통
2021-03-30,11:34,경기,용인시 기흥구,신수로,경기도 용인시수지구 풍덕천동 991대,경기도 용인시기흥구 영덕동 48-1전,16.0,21.0,25,매우좋음
2021-03-30,11:43,경기,용인시 기흥구,용구대로,경기도 용인시기흥구 고매동 202-8전,경기도 용인시기흥구 보정동 1332천,16.0,21.0,65,좋음
2021-03-30,11:55,경기,용인시 수지구,용구대로,경기도 용인시수지구 죽전동 1423천,경기도 용인시수지구 죽전동 915-1도,16.0,19.0,43,매우좋음
2021-03-30,12:03,경기,용인시 수지구,현암로,경기도 용인시수지구 죽전동 881-16도,경기도 용인시수지구 죽전동 1397도,17.0,18.0,97,좋음
2021-03-30,12:12,경기,용인시 수지구,죽전로,경기도 용인시수지구 죽전동 1395도,경기도 용인시수지구 죽전동 1442도,17.0,17.0,79,좋음
2021-03-30,12:33,경기,용인시 기흥구,보정로,경기도 용인시기흥구 보정동 1353도,경기도 용인시기흥구 보정동 1100-3구,17.0,17.0,121,보통
2021-03-30,12:38,경기,용인시 수지구,포은대로,경기도 용인시수지구 죽전동 산 26-49임,경기도 용인시수지구 상현동 1176도,18.0,16.0,151,나쁨
2021-03-30,12:48,경기,용인시 수지구,상현로,경기도 용인시수지구 상현동 790-18 천,경기도 용인시수지구 상현동 82-1묘,17.0,16.0,154,나쁨
2021-03-30,13:01,경기,용인시 수지구,만현로,경기도 용인시수지구 상현동 250-1수,경기도 용인시수지구 풍덕천동 1124도,17.0,16.0,401,매우나쁨
2021-03-30,13:06,경기,용인시 수지구,정평로,경기도 용인시수지구 풍덕천동 1124도,경기도 용인시수지구 풍덕천동 782도,17.0,16.0,283,매우나쁨
2021-03-30,13:17,경기,용인시 수지구,수풍로,경기도 용인시수지구 풍덕천동 747도,경기도 용인시수지구 동천동 890도,17.0,17.0,129,보통
2021-03-30,13:29,경기,용인시 수지구,동천로,경기도 용인시수지구 동천동 185-28도,경기도 용인시수지구 고기동 223-2 대,17.0,18.0,438,매우나쁨
2021-03-30,13:39,경기,용인시 수지구,손곡로,경기도 용인시수지구 동천동 958 도,경기도 용인시수지구 동천동 325-301답,18.0,18.0,796,매우나쁨
2021-03-30,14:14,경기,용인시 수지구,풍덕천로,경기도 용인시수지구 풍덕천동 883도,경기도 용인시수지구 풍덕천동 1011도,20.0,16.0,151,나쁨
2021-03-30,14:23,경기,용인시 수지구,신봉1로,경기도 용인시수지구 풍덕천동 1011도,경기도 용인시수지구 신봉동 765-23도,18.0,17.0,194,나쁨
2021-03-30,14:31,경기,용인시 수지구,도마치로,경기도 용인시수지구 신봉동,경기도 용인시수지구 성복동 산54-2임,18.0,17.0,479,매우나쁨
2021-03-30,14:36,경기,용인시 수지구,성복2로,경기도 용인시수지구 성복동 715도,경기도 용인시수지구 상현동 83-3임,18.0,18.0,266,매우나쁨
2021-03-30,14:45,경기,용인시 수지구,수지로,경기도 용인시수지구 상현동 354-15답,경기도 용인시수지구 동천동 192-3도,18.0,17.0,180,나쁨
2021-03-30,15:15,경기,용인시 수지구,성복1로,경기도 용인시수지구 상현동 103-2도,경기도 용인시수지구 성복동 558-16도,18.0,17.0,186,나쁨
2021-03-31,10:27,경기,남양주시,금강로,경기도 남양주시 진건읍 진관리 914-19천,경기도 남양주시 진접읍 팔야리 401-2도,16.0,37.0,96,좋음
2021-03-31,10:45,경기,남양주시,해밀예당1로,경기도 남양주시 진접읍 금곡리 1127-39 도,경기도 남양주시 진접읍 연평리 107-7 도,16.0,36.0,94,좋음
2021-03-31,10:58,경기,남양주시,해밀예당3로,경기도 남양주시 진접읍 장현리 230-28 도,경기도 남양주시 오남읍 양지리,17.0,36.0,78,좋음
2021-03-31,11:13,경기,남양주시,해밀예당2로,경기도 남양주시 진접읍 금곡리 240-2도,경기도 남양주시 진접읍 금곡리 1127-4 도,17.0,35.0,102,보통
2021-03-31,11:45,경기,남양주시,경춘로,경기도 남양주시 도농동 155-7천,경기도 남양주시 화도읍 구암리 산28-4임,18.0,35.0,33,매우좋음
2021-03-31,12:37,경기,남양주시,늘을1로,경기도 남양주시 평내동 121-16도,경기도 남양주시 호평동 710-4도,19.0,31.0,6,매우좋음
2021-03-31,12:55,경기,남양주시,맷돌로,경기도 남양주시 화도읍 마석우리 361도,경기도 남양주시 화도읍 묵현리 232-10 도,20.0,28.0,233,매우나쁨
2021-03-31,13:09,경기,남양주시,호평로,경기도 남양주시 호평동 3-10전,경기도 남양주시 호평동 692도,20.0,32.0,11,매우좋음
2021-03-31,13:15,경기,남양주시,늘을3로,경기도 남양주시 호평동 685도,경기도 남양주시 호평동 705-1 도,20.0,32.0,149,보통
2021-03-31,9:36,인천,부평구,평천로,인천광역시 부평구 청천동 372-6천,인천광역시 부평구 삼산동 106-212 도,15.0,48.0,79,좋음
2021-03-31,9:53,인천,부평구,체육관로,인천광역시 부평구 삼산동 395-9도,인천광역시 부평구 갈산동 414도,14.0,52.0,41,매우좋음
2021-03-31,10:03,인천,부평구,수변로,인천광역시 부평구 삼산동 156-3 도,인천광역시 부평구 부개동 375-1도,15.0,49.0,73,좋음
2021-03-31,10:17,인천,부평구,항동로,인천광역시 부평구 부개동 378도,인천광역시 부평구 일신동 398-19 도,16.0,42.0,76,좋음
2021-03-31,10:22,인천,부평구,무네미로,인천광역시 부평구 구산동 12-7도,인천광역시 부평구 구산동 346-2 도,16.0,42.0,77,좋음
2021-03-31,10:37,인천,부평구,경인로,인천광역시 부평구 구산동 12-7도,인천광역시 부평구 십정동 592도,17.0,40.0,36,매우좋음
2021-03-31,10:49,인천,부평구,마장로,인천광역시 부평구 십정동 596도,인천광역시 부평구 청천동 372도,17.0,37.0,117,보통
2021-03-31,11:06,인천,부평구,안남로,인천광역시 부평구 청천동 372도,인천광역시 부평구 부평동 686도,18.0,34.0,42,매우좋음
2021-03-31,11:18,인천,부평구,부영로,인천광역시 부평구 산곡동 281-30도,인천광역시 부평구 부평동 686도,18.0,37.0,40,매우좋음
2021-03-31,11:33,인천,부평구,아트센터로,인천광역시 부평구 십정동 546-3도,인천광역시 부평구 십정동 186-544도,18.0,38.0,78,좋음
2021-03-31,11:40,인천,부평구,열우물로,인천광역시 부평구 십정동 335도,인천광역시 부평구 십정동 531-3도,19.0,36.0,194,나쁨
2021-03-31,11:51,인천,부평구,백범로,인천광역시 부평구 십정동 526-7도,인천광역시 부평구 십정동 335도,19.0,33.0,21,매우좋음
2021-03-31,11:59,인천,부평구,경원대로,인천광역시 부평구 십정동 542-27구,인천광역시 부평구 부평동 224-1도,19.0,34.0,50,매우좋음
2021-03-31,12:16,인천,부평구,장제로,인천광역시 부평구 부평동 650-25 도,인천광역시 부평구 갈산동 447도,20.0,32.0,50,매우좋음
2021-03-31,12:39,인천,부평구,부평대로,인천광역시 부평구 갈산동 423도,인천광역시 부평구 부평동 224-1도,21.0,31.0,25,매우좋음
2021-03-31,12:58,인천,부평구,부일로,인천광역시 부평구 부개동 495도,인천광역시 부평구 부평동 224-1도,20.0,32.0,132,보통
2021-03-31,13:03,인천,부평구,대정로,인천광역시 부평구 부평동 224-1도,인천광역시 부평구 부평동 224-1도,20.0,35.0,126,보통
2021-03-31,13:13,인천,부평구,부흥로,인천광역시 부평구 산곡동 산65-1임,인천광역시 부평구 부개동 510도,20.0,33.0,86,좋음
2021-03-31,13:22,인천,부평구,부개로,인천광역시 부평구 부개동 509도,인천광역시 부평구 부개동 503도,21.0,32.0,96,좋음
2021-03-31,13:28,인천,부평구,길주로,인천광역시 부평구 삼산동 466도,인천광역시 부평구 산곡동 산98-27임,21.0,34.0,30,매우좋음
2021-03-31,13:44,인천,부평구,원적로,인천광역시 부평구 산곡동 산98-24도,인천광역시 부평구 부평동 431-40도,21.0,34.0,44,매우좋음
2021-03-31,14:00,인천,부평구,주부토로,인천광역시 부평구 부평동 224-1도,인천광역시 부평구 갈산동 423도,21.0,32.0,160,나쁨
2021-03-31,14:15,인천,부평구,굴포로,인천광역시 부평구 갈산동 187도,인천광역시 부평구 삼산동 482 도,21.0,29.0,49,매우좋음
2021-03-31,14:26,인천,부평구,부평북로,인천광역시 부평구 삼산동 395-3도,인천광역시 부평구 청천동 372-5도,22.0,27.0,58,좋음
2021-03-31,9:19,인천,동구,방축로,인천광역시 동구 송현동 142-4도,인천광역시 동구 송림동 324도,13.0,62.0,53,좋음
2021-03-31,9:34,인천,동구,중봉대로,인천광역시 동구 송현동 142-4도,인천광역시 동구 송현동 1-846 도,13.0,65.0,26,매우좋음
2021-03-31,9:43,인천,동구,화도진로,인천광역시 동구 만석동 9-41 도,인천광역시 동구 송림동 234-8도,12.0,62.0,108,보통
2021-03-31,9:50,인천,동구,송림로,인천광역시 동구 송림동 4-198도,인천광역시 동구 창영동 179-1철,13.0,63.0,37,매우좋음
2021-03-31,9:53,인천,동구,샛골로,인천광역시 동구 창영동 179-3도,인천광역시 동구 송현동 1-4 도,13.0,62.0,42,매우좋음
2021-03-31,10:09,인천,동구,새천년로,인천광역시 동구 송림동 87도,인천광역시 동구 송림동 39도,14.0,59.0,27,매우좋음
2021-03-31,10:15,인천,동구,인중로,인천광역시 동구 송림동 4-1 도,인천광역시 동구 만석동 43-187도,14.0,56.0,82,좋음
2021-03-31,12:44,경기,안성시,남파로,경기도 안성시 봉산동 95도,경기도 안성시 신건지동 72도,21.0,24.0,157,나쁨
2021-03-31,12:53,경기,안성시,공단로,경기도 안성시 신건지동 72도,경기도 안성시 신모산동 27도,21.0,24.0,54,좋음
2021-03-31,12:59,경기,안성시,중앙로,경기도 안성시 대덕면 내리 670-3도,경기도 안성시 봉산동 92도,21.0,24.0,40,매우좋음
2021-03-31,13:13,경기,안성시,안성맞춤대로,경기도 안성시 양성면 난실리 209도,경기도 안성시 서운면 현매리 226-2도,22.0,22.0,46,매우좋음
2021-03-31,13:20,경기,안성시,제2공단1길,경기도 안성시 미양면 계륵리 275도,경기도 안성시 미양면 구수리 10-2답,22.0,22.0,14,매우좋음
2021-03-31,13:26,경기,안성시,서운로,경기도 안성시 계동 170-3도,경기도 안성시 서운면 산평리 316-3천,22.0,23.0,165,나쁨
2021-03-31,13:32,경기,안성시,제4산단로,경기도 안성시 서운면 양촌리 477 도,경기도 안성시 미양면 양변리 산9-58 임,22.0,21.0,136,보통
2021-03-31,13:56,경기,안성시,공도로,경기도 안성시 공도읍 만정리 676-2도,경기도 안성시 공도읍 용두리 731-2도,23.0,19.0,45,매우좋음
2021-03-31,13:59,경기,안성시,서동대로,경기도 안성시 공도읍 진사리 633-4도,경기도 안성시 일죽면 당촌리 산1-4도,23.0,19.0,24,매우좋음
2021-03-31,14:37,경기,안성시,청원로,경기도 안성시 원곡면 외가천리 255-4도,경기도 평택시 도일동 산286-1도,23.0,21.0,32,매우좋음
2021-03-31,10:40,경기,용인시 수지구,법조로,경기도 용인시수지구 상현동 916도,경기도 용인시수지구 상현동 341-26 도,16.0,36.0,78,좋음
2021-03-31,10:57,경기,용인시 수지구,신봉2로,경기도 용인시수지구 신봉동,경기도 용인시수지구 신봉동 32-1도,17.0,33.0,68,좋음
2021-03-31,11:09,경기,용인시 수지구,진산로,경기도 용인시수지구 풍덕천동 1124도,경기도 용인시기흥구 보정동 298-8임,17.0,34.0,70,좋음
2021-03-31,11:19,경기,용인시 기흥구,용구대로2469번길,경기도 용인시수지구 죽전동 998-20도,경기도 용인시기흥구 보정동 산 63-1도,19.0,30.0,69,좋음
2021-03-31,11:31,경기,용인시 기흥구,구교동로,경기도 용인시기흥구 보정동 1019-236도,경기도 용인시기흥구 마북동 144-2 도,19.0,27.0,57,좋음
2021-03-31,11:42,경기,용인시 기흥구,구성로,경기도 용인시기흥구 청덕동 597도,경기도 용인시기흥구 마북동 465-2도,19.0,24.0,206,매우나쁨
2021-03-31,11:56,경기,용인시 기흥구,기흥로116번길,경기도 용인시기흥구 언남동 499-1도,경기도 용인시기흥구 신갈동 167도,18.0,24.0,188,나쁨
2021-03-31,11:59,경기,용인시 기흥구,구갈로,경기도 용인시기흥구 신갈동 167도,경기도 용인시기흥구 구갈동 428대,19.0,25.0,97,좋음
2021-03-31,12:07,경기,용인시 기흥구,기흥로,경기도 용인시기흥구 구갈동 373-6전,경기도 용인시기흥구 신갈동 679도,20.0,23.0,628,매우나쁨
2021-03-31,12:14,경기,용인시 기흥구,관곡로,경기도 용인시기흥구 신갈동 614도,경기도 용인시기흥구 구갈동 290-1도,20.0,23.0,55,좋음
2021-03-31,12:31,경기,용인시 기흥구,신갈로,경기도 용인시기흥구 신갈동 388-434도,경기도 용인시기흥구 상갈동 126도,20.0,22.0,362,매우나쁨
2021-03-31,12:39,경기,용인시 기흥구,금화로,경기도 용인시기흥구 상갈동 96-2도,경기도 용인시기흥구 상갈동 34-5답,21.0,22.0,31,매우좋음
2021-03-31,13:06,경기,용인시 기흥구,흥덕중앙로,경기도 용인시기흥구 영덕동 1186도,경기도 용인시기흥구 영덕동 1256천,21.0,22.0,47,매우좋음
2021-03-31,13:16,경기,용인시 기흥구,흥덕2로,경기도 용인시기흥구 영덕동 1202천,경기도 용인시기흥구 영덕동 889도,21.0,22.0,155,나쁨
2021-03-31,13:56,경기,용인시 기흥구,흥덕1로,경기도 용인시기흥구 영덕동 1152도,경기도 용인시기흥구 영덕동 1144도,24.0,16.0,114,보통
2021-03-31,14:02,경기,용인시 기흥구,중부대로,경기도 용인시기흥구 영덕동 889도,경기도 용인시기흥구 상하동 산 46-107도,22.0,18.0,187,나쁨
2021-03-31,14:36,경기,용인시 기흥구,한보라1로,경기도 용인시기흥구 보라동 636-1 도,경기도 용인시기흥구 공세동 690도,23.0,17.0,57,좋음
2021-03-31,14:49,경기,용인시 기흥구,탑실로,경기도 용인시기흥구 공세동 731 도,경기도 용인시기흥구 공세동 307-27답,22.0,17.0,73,좋음
